LicensePlate,RegistrationId,Expired
WVQ 8574,684002466,0
HHM 7063,625619744,0
AXA 8065,608835473,0
NKV 9433,384127592,0
ERW 9460,470392309,1
JWZ 4907,519950139,1
QFT 3161,166208430,1
HVB 6716,360066167,1
DAA 5993,513494790,1
BYN 5351,712119074,1
PJW 7670,361994702,1
HPL 2355,252113238,0
NHI 3140,669630438,1
CNJ 4170,838788552,0
SVK 2212,425803330,1
IDO 7900,677776053,1
SON 3980,413076741,1
CZW 7195,138634987,0
OVH 1264,445991951,0
QGN 5538,125316041,0
HDG 9063,845946272,0
UTQ 6405,590865483,0
ZTE 7040,330344654,1
NAU 2997,634835740,1
FHT 4534,223505981,0
FEN 1550,126970914,0
LFD 8469,906505104,0
OYH 3093,148485407,1
ZYZ 7086,994906186,0
RCO 7347,700585436,1
HKP 3084,464662364,0
NXT 9848,289184908,0
SRD 5383,694046179,1
GZG 2184,475713185,0
KNF 5782,444313257,1
QTN 6429,587530811,0
RIN 9384,727902570,0
WZT 9409,967276223,0
WEK 9134,519690177,1
HEZ 4861,842847403,1
EAN 8084,411551440,0
NCD 6687,817515315,0
DHH 1891,327586112,0
LMO 8916,690794541,0
NTH 8756,374809231,0
NGN 6838,791412822,1
PCQ 3643,470794102,1
EGK 1804,805655422,0
JFX 6010,998406749,0
IHJ 4066,329991814,1
ERU 7779,205656253,1
VMO 6437,542161683,0
UDB 7311,733284596,0
ULY 2173,539889207,0
MYG 2362,386446263,0
JGV 1296,215858667,1
BKD 8720,338146986,0
QTS 7682,799490735,1
HQP 9403,589632288,1
RAE 7278,344700437,0
HRD 1491,331497332,0
ITA 3776,685920377,0
HYE 6725,559379721,1
KTE 4612,871942521,1
XKS 1203,432114216,0
PJD 9694,625517376,1
EON 5349,475503642,0
WZZ 3692,681404681,1
QAN 5067,368913942,1
ZWV 5173,235348498,1
NHJ 9227,756052796,0
DIJ 6277,528455321,1
FXI 2349,593823752,1
SPT 2059,448125484,0
ODB 6560,988469845,1
USK 7008,983679826,0
QYG 7117,252044790,0
GBO 6211,319171598,0
FVI 9488,777349748,1
BJX 1326,409697519,1
GNI 6792,829813513,1
NOY 2863,547191593,1
QAL 4985,880856342,0
UZW 7035,465870361,0
KVY 8826,631811736,1
FQP 6894,491749547,1
ZPG 7948,144092916,1
LAI 7422,394236338,1
CQN 6205,321982924,0
SOC 2585,330377124,1
VRY 4018,107328102,1
AYP 8016,507629186,0
CAY 2632,298857980,0
VRN 3002,784424489,1
CQJ 3172,943975405,1
OVJ 3339,942572148,0
TCZ 5068,728153785,0
DIE 3294,531729166,0
KNJ 7332,414981504,1
MPX 9935,327912018,0
NUA 7611,306147237,1
XVC 5980,485560729,0
KJZ 2257,187566233,0
UVD 2270,847250461,0
NWM 7917,807971855,0
MTW 6475,947955959,1
IKC 5875,410100883,1
DWC 3215,367690352,1
PIN 5221,295012613,0
GJY 6595,303533877,0
EDB 7826,158313728,1
GUL 1471,817937363,1
IGM 5498,994122454,1
HGO 5391,246283574,0
UAO 4914,425325500,1
ZSE 7465,429763102,0
PKU 4952,100389767,0
OON 8283,224756819,1
YTJ 9742,394513295,1
VRZ 6391,956482589,0
DVL 8726,165622123,0
OPW 3519,920012678,1
EWG 1448,949786050,1
XZW 6050,542392486,1
FAK 2805,897232977,1
FZL 7728,382954418,0
BRM 5126,340331580,1
CRV 7938,812455216,0
SUT 4333,713712684,1
EOI 8397,694291017,0
RIS 2700,150915935,1
ELO 1650,987895726,0
DLS 4189,502040552,1
ULF 9290,548780226,0
YWI 5350,625148992,1
WGA 4742,796819208,1
UYP 9230,643693119,0
YQU 5357,317990169,0
FVD 5420,139123335,0
WTV 6607,327762008,0
PRW 8111,281687197,1
GSR 8246,598563930,1
FWV 8712,990991082,1
HLP 1760,333872593,1
QJF 8127,610710250,0
CER 4629,370617357,1
NDL 1459,325131754,1
OKG 6361,342954209,0
KZU 9766,384539009,1
PNL 1674,240760339,1
OLD 7060,750535377,0
WVO 9122,411557477,1
LGF 1727,591197862,1
NAC 1166,443866050,1
GCW 8838,829362013,1
MLZ 6446,553418962,1
KWS 8912,772258811,0
QNQ 9317,579685655,0
PNZ 6238,601324935,0
SNB 6119,491847810,1
NZA 8126,464800877,1
WVT 4541,726299794,1
DQH 6915,462064479,1
YIO 8208,343954877,0
UXW 8795,902594499,1
TVL 1729,427384875,1
LVC 7614,153753000,1
IFV 3727,492582877,1
VBD 2668,674257398,0
BSS 7382,103506439,0
AZY 7993,681062249,1
GBH 5696,291520656,1
UFG 8903,543549746,0
MMM 9644,134930029,1
WOE 3776,137557748,1
BTV 6505,733144780,0
TNO 9427,147458368,0
QHV 5936,471321701,0
WEF 6778,304133262,1
ABY 1976,935655702,0
SYA 6631,513524403,0
TEM 2733,212795345,1
NOL 1967,385441653,1
ZHD 7622,496875104,1
LKN 3712,640323035,1
CQP 5299,311205133,0
JAV 4292,811780171,0
YRA 3338,224429976,1
CXT 3034,204610934,1
YZN 2282,278246517,0
ZLO 8737,181490102,0
JAI 3891,783383052,0
XQN 9085,807372958,1
VEH 8448,293061667,1
WWN 9767,590147111,0
PFV 8261,457220348,0
RCP 5992,910529423,0
JTD 5088,404902638,0
DAE 7613,367791743,0
TDG 8777,982875756,0
YKM 1382,740313776,1
MCF 2571,286777076,1
EHG 2529,512300309,0
OLN 1344,869474551,1
CWX 8104,144779909,0
CVC 4327,641747311,1
QIB 6318,977044592,0
GYV 5355,597752568,0
TPR 8134,380949979,1
RXN 9744,958113325,1
QRA 9765,173482102,0
PVR 7765,585385146,0
KYL 3509,800224556,1
RPI 9107,123625893,0
OHN 5973,723108600,1
ZRJ 2958,951048335,0
FHW 5017,907531014,1
IAB 5969,458047603,0
CKD 6577,359973366,0
NTR 6113,461304466,1
WAD 1006,789796924,1
TEA 2493,146130493,0
BGS 6228,623439646,0
KAX 2470,501557768,0
OJJ 1226,732878739,0
QRX 1733,622120778,1
QIG 2507,815334798,0
IYJ 6803,615049964,0
QYE 6844,238049883,0
WSP 8432,504851177,0
NTM 8329,591510601,0
PZR 8601,963668102,0
UGF 7136,844913458,1
YXU 3859,446018994,1
AZN 5533,282198586,1
HUW 8596,691641119,0
TNK 9599,134366999,1
KUZ 9098,891466609,1
EFW 1740,891420208,1
PFJ 7339,798632478,1
XCT 8010,612367303,0
KYP 2465,941740830,0
CZW 2682,929288131,1
UDC 6399,413241088,0
AFX 3923,312718316,0
SBT 8368,162854041,1
VQF 8287,554684965,1
IZG 6119,973885756,1
RKH 7834,917660793,1
MHT 7825,799065889,0
GBR 2124,503081598,1
OHX 9393,409807510,0
JZQ 2238,355163445,0
TLF 1249,684077942,1
FYD 1964,400825898,1
ECV 8655,605402341,0
GEO 4320,106886784,1
ZTB 9702,458147029,1
AJA 4597,113619134,0
EFK 8865,938000803,0
TLY 2234,776968069,0
MNL 2778,886271428,0
VJL 5891,154539021,1
TFO 2901,192107921,1
UUB 5474,726707641,0
AKG 1474,648540833,1
SVZ 8349,553053345,1
MUM 9191,630686825,1
XPE 5635,221261499,1
YOJ 9738,419774513,1
EZV 1750,264650252,0
VTT 8848,840956560,0
XXS 7034,742226034,0
NWE 4855,621550018,0
EMG 6004,206206098,0
FTM 1176,663418626,1
BKQ 9907,170633789,1
WBU 9362,640342220,0
ZGV 1508,511209222,0
UTK 7559,911788916,1
FHQ 7330,703056321,0
TXH 2678,638196504,0
RNU 4228,597219427,1
HGX 1388,617813514,1
FDH 9919,315209774,1
DIN 9468,785306633,1
FEJ 7421,256022993,1
XUR 5817,447044938,1
RKF 8676,487589484,1
UES 8069,528859058,1
UTR 4894,132667490,0
UST 9912,249208347,0
EPC 2745,214708801,1
ERT 4238,370432953,1
RHX 8763,241257382,1
CKS 8658,938758484,0
BMT 4706,773492407,1
ESG 8468,725230134,1
OPB 9272,638100137,1
TKM 8546,800661732,1
IYO 2678,898883001,1
RHQ 7032,230195646,1
AUY 1937,271092241,1
OVP 1603,362516823,1
NEV 9200,177651240,1
YFS 1169,163448872,1
CZV 5478,231311886,0
FXL 4719,906554982,1
VRG 8777,349352765,1
DHQ 1054,701120072,1
YUF 2282,753471156,1
YAS 2074,119387160,0
UBR 2935,886630686,0
DCH 9886,162746650,0
HCY 7753,893969286,1
EBI 1975,593879020,0
EBE 5603,525947108,1
DSQ 1221,168939606,0
HXK 3173,896038460,1
KYS 8157,877423599,1
AED 9181,935218387,1
XRN 3747,143844023,1
FPQ 4557,883569983,0
UGA 7485,527210667,1
KYE 7774,722238220,1
RJE 5756,560165156,0
UFU 7246,219746399,0
SZW 6190,122452053,0
YAC 4198,107576724,1
QHS 2452,561671938,1
TDZ 9350,671480491,1
QRC 4136,662697106,1
OCD 6454,120363164,1
CVY 9259,840139333,1
MIJ 6193,897429635,0
OPS 8342,947098124,1
KUI 2757,945979942,0
EPK 4850,821685975,1
MAG 2896,166346442,1
BVI 3863,488022180,0
IBU 8803,801749554,0
ZTD 2141,276704073,0
EXW 6291,767945881,0
HBN 5023,179436279,1
ZJN 1010,786246707,0
RCI 1138,892326055,1
NIU 4419,513860078,0
TJV 1040,137687614,0
VMC 1684,140656069,0
UWZ 9572,903132444,0
MZZ 1408,504137802,0
XDA 9992,147844207,0
LXP 5038,714742835,1
AZI 4182,268230462,0
APB 9790,287492729,0
XPK 4424,908406361,0
CSX 7617,181981074,1
EVK 6932,674027566,0
TJE 3206,948697985,1
CDU 7102,128959470,1
BYY 9995,181328992,0
ABZ 2043,423665774,1
VHW 4849,265871697,0
XJZ 9047,300900471,1
VRQ 5445,347557699,1
SKR 1590,709133313,0
YES 9472,677463901,1
EQZ 2983,488566469,1
BRY 4673,813849342,1
WES 1855,254627254,0
VNU 3022,462583538,1
HTP 7523,535959459,0
QYS 4453,763220677,1
WPG 9734,505853481,1
VHQ 1074,263970891,1
LWZ 3682,198985841,0
UYG 1451,948086381,1
BIF 9363,785016958,1
ZML 2150,319292479,1
FWB 2667,458678602,0
IHO 1763,355594735,1
AJV 6349,627608647,1
JUR 5931,909164746,0
KXO 7913,138302922,1
CIP 4901,192796252,0
BPN 2230,747625148,1
DZA 6015,921408415,0
AJX 6606,799076489,0
XQZ 9459,803195662,1
OOF 8947,999638020,1
APG 6259,594186361,1
HFC 9932,486716347,1
CWZ 2184,776712747,1
TMN 2460,580701016,0
HCV 1291,624269187,0
LGZ 1568,573157405,0
ELV 9454,417401977,1
JXF 1444,857280937,1
NKV 6003,202505227,1
LWB 8107,367430187,0
DGQ 9319,592387914,0
YAI 6892,968894934,0
WVC 9764,821352224,1
GGG 9066,563536366,0
JXD 5047,665585703,1
HJD 4406,816725522,0
YLJ 1204,211664984,1
PWL 5414,736212389,0
LLB 4796,595761791,0
EGS 5246,619881203,1
BMK 6980,436734118,1
EMA 9953,139016001,0
GFC 5120,354451575,1
SWE 8534,119649390,0
PWV 1678,278853422,1
KLW 7319,954625061,1
KYM 8812,374773655,0
GLK 7322,238964223,0
YSZ 1634,791999483,1
MGL 3154,168282721,1
TCH 5353,642614069,1
NOG 5188,152754136,0
EVO 9515,627801660,1
TXS 5418,216836942,0
PIR 2235,304338241,1
FEW 9758,194311869,0
ZTV 8495,276368954,1
BMR 6672,916022662,1
ENQ 8785,540483330,0
VHZ 8155,908318235,0
XJI 5976,343714998,1
LES 4198,983474575,1
TXR 2036,480451141,1
VYK 7801,970290551,1
BIR 7150,245835330,1
FEW 5937,944182915,1
GNF 7880,252866750,1
FVO 8470,195795765,1
MSW 3973,983372137,1
WDK 6760,540083667,1
FUA 9079,225796662,1
YFZ 8771,877794890,1
LBU 7288,596571295,0
DGF 1882,265464681,0
ZXE 9333,713577319,1
LPA 3413,582593178,0
RHR 7616,891479219,1
PQV 9479,901316092,1
EEP 3251,540342416,0
SDP 6062,923471187,0
QAN 2622,495175854,0
WEN 4533,110224363,0
MKJ 3939,554306524,1
QBZ 3298,791757747,1
FED 7940,594887812,0
UDK 4785,199965141,1
JKF 6205,154808898,1
KTE 4077,795855997,0
XKQ 1409,935286672,1
GJG 1132,971984188,0
DCQ 1961,633720137,1
WBH 5497,962607124,0
JBZ 3487,852012012,0
JWK 1431,883512902,0
UTF 5652,244943903,1
PJL 9389,501927416,1
CIE 3432,539131858,1
TKL 5803,725279920,1
XZN 3269,692127190,0
WCG 5174,393685963,1
RIX 6059,910917217,1
QKP 1259,261939869,1
VCJ 7158,351016305,0
SGB 3922,659888701,0
FJS 4102,161483726,0
SQZ 3995,622337654,0
VFM 8454,897474067,0
GWU 1095,477995759,1
SEU 7928,764960792,0
UJS 7456,417622873,1
XHJ 3220,385851024,1
NMN 3076,876547390,0
ZXJ 8048,155984052,1
JFY 2117,664008422,1
OYX 9164,598055508,0
LCW 9508,926938161,1
YAO 3303,527387169,1
BMI 7595,819968194,1
SZH 9630,408417869,0
QUR 5153,719915650,0
QQY 3618,815505132,1
FAZ 7997,871497292,0
FDS 1052,153011764,0
OVD 1465,269464064,1
XMT 7297,385704280,0
XMI 2549,642343884,1
ZUR 6021,563307466,1
WYD 3308,776037257,0
LQS 5832,900564065,1
GPL 4499,440842798,0
ZNS 8599,883633055,0
SAN 8897,128000890,0
LAI 4293,268705754,0
KRS 5836,342285483,1
KJO 5169,943623441,0
KPK 4366,604379611,1
BAB 7716,583394669,1
SOP 4976,180800025,1
OWK 2739,973625730,1
PLG 1104,493457850,1
VGC 5636,524261776,0
XBL 3824,367808350,0
ERD 1090,846688110,1
CZH 7295,918821621,0
PFP 7053,803298375,0
TBP 6129,935672271,0
QFC 2312,597498278,0
KGO 3220,115317404,0
PPQ 5796,916465553,0
FDJ 1267,935593688,0
VFH 4179,609944181,0
PPT 8538,453580198,1
QYK 3371,349909420,1
MIF 3847,161304599,0
MFD 1998,414385502,1
YPG 8406,384342364,0
SBR 3973,695709982,0
OTE 9940,908608672,1
BYV 7085,579178576,1
BND 1834,895097379,0
CMG 9397,912813719,1
JVQ 1686,584530038,0
ZER 8065,784658113,0
AMI 2809,146595138,0
ZGB 7081,784015030,1
EQE 3885,315277176,0
DQW 4458,658303636,0
HZK 6682,711055916,0
XHT 8622,175030700,0
AXK 8783,967023737,1
TSB 8562,899437722,1
ARY 5410,668418688,0
LQW 3060,905754238,0
ZIP 7205,789063520,0
BIO 8003,355705486,0
THR 2970,670616987,1
AMC 5615,646604533,0
LKQ 6531,468390715,0
OUZ 4178,902293500,1
BBY 6124,811536111,1
JGK 6207,751651716,0
MFZ 9397,274236839,0
ZLT 6193,326500609,0
VLY 1816,304704315,0
JKK 1307,238185319,1
ZMR 5926,240306271,0
PWS 3730,222234930,0
MQP 6085,441076160,0
XMV 6274,760139300,0
QGA 9243,302081148,0
YLB 4759,947437501,1
TLH 4325,970407195,0
QNH 7670,661048740,1
WUA 9697,225888293,1
TKT 3874,938655320,1
ISQ 4463,421836894,1
DBR 8977,829183002,1
DNN 4749,942757291,0
BWQ 4677,148093465,0
HZH 4600,688113185,1
ZLM 4735,123896679,0
TGE 6473,654254791,1
YZZ 1735,856346763,1
DJM 5783,336702532,0
GYQ 2792,196748807,0
KSK 2259,902044924,0
LSM 3232,692955799,1
ALG 1621,527363768,0
LFD 7207,330399389,0
BME 4937,251335383,0
QOE 8170,299648531,1
EUC 6437,662079411,0
DXR 8177,555016549,1
UEL 6069,768220755,1
GSM 1813,165585713,0
FAO 4653,653895480,0
NFF 4312,902269474,1
ZWO 1085,615573059,0
QHY 4220,674827283,1
QBV 3208,601618294,1
KCS 6917,461884774,1
PSH 6297,354950695,0
PLH 8006,613860029,1
IFD 1983,526009701,1
MVJ 5972,795777966,1
HGR 7309,952086803,1
YIL 9695,480656905,1
CAZ 7136,792450141,0
SWM 9335,914029861,0
KIP 9259,269273320,1
FAY 7610,373999288,0
PXM 5340,836692757,0
LJU 3355,126775582,0
VUB 2557,863856469,1
BJJ 4099,369562209,1
EBD 9033,768003363,0
YIS 9746,169646967,1
SFA 3360,538009556,1
NDH 2521,190499203,0
MBE 1172,718106253,1
QGP 8643,362907549,1
COQ 4761,403902020,1
SVS 2735,504337870,1
WUW 8511,841309940,0
JAY 7716,468782267,1
FXR 7997,389568736,1
HWY 3335,255538207,1
XCU 6378,503299033,0
RHP 6022,222650529,1
BVL 4852,547121637,0
VID 9470,292878900,0
AYN 9035,908622665,1
SQP 9383,943735922,1
JTO 7178,150456182,0
CQT 7812,732008429,1
JWJ 6925,482456857,1
UYX 4325,614017032,1
TUK 1241,874185420,1
HDW 7438,163520847,1
SDH 1156,866209692,1
RHG 1155,560691570,0
FBF 8046,215875833,1
VZE 1615,959296153,0
SBU 3301,521305772,1
QRU 6722,964513406,0
OUC 3877,734857310,0
GSH 4234,846811887,1
INA 9068,894658463,0
OQF 1255,360415705,1
UKU 7144,449935584,1
GOC 9293,316346776,0
WNH 8939,824417613,0
ZJG 9681,947001335,1
OTU 7418,170023465,0
CNM 3846,582665190,0
NPI 4952,210541261,0
TKG 7044,117698405,0
URV 9577,149550790,1
OVM 8552,225455992,1
BNM 7729,854295106,1
WOZ 9870,443826867,0
XNG 9681,300371769,1
SWS 4712,921979332,0
NDL 6177,785029809,1
VRL 7018,437916984,1
UZO 5853,841608342,0
KVH 6403,134517333,1
RPP 9272,228087067,0
YQP 1732,317106821,1
GHU 3331,240204339,1
UGE 6818,261419368,0
ZEB 3277,116887259,0
CXC 9444,910433146,0
DXN 2563,751780747,1
ZST 8625,344986368,1
RDR 6155,835742229,1
JAK 4309,933426619,1
FRQ 5599,975923753,0
QIJ 6658,223981408,0
FPN 4910,691413263,0
MDX 5464,633928105,1
LNC 3696,618447193,1
TTZ 5805,958532893,0
CMS 4760,308427518,1
EAZ 4720,433505738,0
HYJ 9421,903000984,1
CSC 7735,163346041,0
GIT 5496,882501446,0
GRR 5400,408415240,0
TBX 9477,384570427,1
XAE 8922,126011244,1
NVW 2840,491094109,0
YIK 3633,254316658,1
ERE 6514,237578536,1
OUP 2731,271653835,1
WEK 5824,875053605,0
HJH 1939,998847751,0
NBG 4825,599014103,1
ULX 9988,776188229,1
KHW 5162,394501025,0
BIQ 1240,404806531,0
VKM 4283,117581023,1
QCR 2042,180780955,0
MDF 6272,479353910,1
YWK 7944,221938899,1
EVB 1359,137044452,1
KMS 9609,642103295,0
NKL 1727,433299662,1
YHE 7997,994595041,0
AMX 9050,170488882,0
WBG 9060,276556339,0
TPB 9922,732626970,1
JNN 1641,161881549,0
HWM 7669,835399070,1
KKV 8557,118061565,1
UNK 3211,177136459,1
XQF 3014,382843095,1
QZP 6320,458134376,0
RYK 8844,629952165,0
ZDG 4710,544314895,1
KYO 5332,269408317,0
EDL 9770,260495535,0
UCO 7433,208836020,1
GVZ 4010,249695639,0
EYY 2864,343757276,1
IMD 4643,848394986,0
FDU 4575,473965835,0
BSU 9652,159416796,1
RGA 4420,228959597,1
VBT 5472,393807084,0
GZW 5233,691589159,1
IKG 2492,551242587,1
CWK 7562,350657458,0
HFW 4802,594807914,0
YYI 5002,633697424,1
QSV 5663,228138089,0
KPB 1654,677662248,1
GMT 1241,370799895,0
HCU 3637,276136735,0
KVK 8669,571252847,1
JWV 5288,585000933,1
EOS 9533,395409547,1
LFO 2801,249184997,0
GXQ 1592,241287358,1
ZIN 7113,214249066,0
AOB 3892,741266247,1
WUY 9764,871150936,1
OIT 1777,880372236,1
PER 4244,639967524,1
CHS 3676,533874593,0
GML 4773,927923446,1
QCN 8061,408425031,0
CHB 9067,571092386,1
TXM 5983,188217621,1
QRY 5125,313845284,0
BOH 7729,738867700,0
HDK 9774,509918803,1
LUW 3530,329298595,0
OEU 9103,587327097,1
TSK 5482,798320959,0
VEW 1880,761830445,1
CJO 7272,631416725,0
KUL 7338,192289064,0
CJK 6645,926067674,0
QDA 7517,108707276,1
ZVJ 2508,229790110,0
XJB 1591,274438799,1
TVP 4335,552455411,1
DAP 1821,469382621,0
VFG 8350,505533395,1
TJJ 6120,751046534,1
BFQ 2527,827799763,1
GAE 5646,886913019,0
LHQ 3323,642401559,1
KWK 9401,395702325,1
ACX 5272,371636268,1
OED 8329,385649771,0
DYF 8726,866147531,0
GII 2623,427173620,0
YNT 4350,259389134,1
KDX 7264,227382042,1
WTS 4039,970966526,1
YQY 4361,221042833,1
TNA 1080,719422366,0
PWS 7559,580865466,1
BEA 3511,486246037,0
JLV 5457,110737558,0
RXJ 6748,303634978,1
FOJ 1986,659233354,1
VJL 9061,175936953,0
ADG 9316,340852156,1
RRF 7854,102134798,1
VGN 9504,406432423,1
QZQ 9916,562794268,1
LYO 4268,522048180,0
TMI 5648,532857519,1
WTQ 6071,959564619,1
NLO 6979,342076506,0
DWA 6856,320558519,0
RAP 3373,549261873,0
GIF 2411,995769799,1
JIU 6645,180917870,1
DCA 1632,528170135,0
KTR 2701,316888297,1
ADF 3086,859712461,0
HPG 3995,394083851,1
IJL 1338,370770142,1
PMU 4957,558805825,0
CPO 5880,874927793,1
QBC 6421,225765629,1
HDM 3856,402937032,0
JVT 4449,752801615,0
PJL 7721,638287270,1
VPP 1651,224555733,0
XTS 5558,745561247,0
OTF 6202,766678830,0
MHE 3490,180016541,1
KSW 4872,944910606,0
HWL 4000,796380369,1
HFZ 3141,467097412,1
TVC 5331,845316575,1
XAQ 3613,353861298,0
POM 9137,707495835,0
JMV 3109,304553831,1
VFZ 6904,373768568,1
EFW 6130,557702730,0
PXW 9045,578032512,1
WZP 2125,770960172,0
BJO 6085,885234179,1
UNQ 3180,686567633,1
AGS 1971,203021682,0
LAB 3194,363905180,1
OMY 9066,426472578,0
GSM 7723,623844045,1
ZPJ 9433,812346053,1
QJG 3481,892133339,0
ETW 5782,699750432,1
EVB 8114,117069982,0
ZWE 4407,982292870,1
DGR 8081,226988121,1
SNF 1616,654757329,1
MHP 6940,733857543,1
JSA 7736,611628568,1
WEP 9579,960756070,1
UGK 3853,231151148,1
QKQ 4336,847322249,0
NCF 2367,366313235,1
VIE 6147,113035139,0
XJS 9182,935919318,1
XTO 3853,338237577,0
NED 9802,129744291,0
ZZX 9040,322347067,0
NSW 8589,229291838,1
TGG 2247,467164695,1
XSM 6920,513032007,0
PEV 8615,654157941,0
QVH 8910,635863429,0
JAD 3158,433790104,0
CBP 9365,627249042,0
DKU 4243,156688814,0
VIN 8357,382467019,0
PRC 7858,297370302,0
JWQ 2919,810070069,0
QRJ 3283,616255976,0
MQP 8312,741741557,0
JGT 9751,150621833,0
MNS 1646,664049546,1
DIW 3628,623223512,1
KXP 4396,757539441,0
ZOT 2296,405029368,1
MUZ 8850,471934985,1
OJU 4237,754075257,0
ROB 7013,209195770,0
OEB 8785,474549468,1
PZN 4427,103728726,0
NIF 1342,647036180,1
SGX 9041,773801547,0
YAF 4165,718365944,0
IHL 5442,642614928,0
PPJ 2672,336521597,0
KEJ 3779,845243590,0
BQY 3001,971513483,1
IQL 8767,934837399,0
PGH 4243,137250309,1
BAT 1367,498591114,0
LNZ 5203,523617412,1
VQF 8279,359222318,0
FDI 6277,235877391,1
STR 1044,627045600,0
EBD 7008,342250899,1
QAF 9471,802700712,0
WWE 8666,126126457,0
EUZ 3245,224099679,1
JLX 8059,393733511,1
ILY 9929,378733677,0
MEJ 4767,247696226,0
VHI 8896,750285519,0
UWS 4351,850466152,1
AXY 2771,365752625,1
XWS 5487,643343352,0
NWO 7919,448153723,1
YTQ 7341,481618793,1
PMS 6505,105586181,0
AZP 2207,961052108,0
MGW 5891,564263902,0
OIR 9929,416351281,1
SAM 8564,489743465,0
EIM 1610,647921282,1
CHW 3095,541905841,1
TKX 2475,356599405,0
ZKG 3911,222433349,0
EPD 8918,911802806,1
ZEN 5692,970510216,1
XKR 1636,512372818,0
LIV 1349,325808401,1
YOS 4213,864205176,0
VVF 4480,899738332,0
RFK 8715,320427776,0
CFL 3602,321318082,1
LXY 1106,886393432,1
GDI 2652,949559655,0
HQI 5453,708929794,0
LNN 6817,472313868,0
VPC 5607,939145152,0
NQH 8694,907910030,1
CVZ 4550,212959589,1
RMG 1295,626267129,1
APO 3706,872385065,1
IVN 7164,258528158,0
STF 3825,683500725,0
BKT 4505,455784725,1
EAK 8011,980542102,1
ZUA 5290,555373940,0
MGU 6267,561645273,0
KKR 7195,716445802,0
OJV 9678,978740642,0
WQF 7297,232031008,1
IOV 6101,724532928,0
HGG 8985,843572724,0
NMX 6836,971259530,1
EMJ 1265,314884661,1
CAV 8564,636174947,1
CUC 9700,348799222,1
GWS 3552,473221198,0
DQN 4701,509989246,1
GGQ 3119,561656062,1
MHI 2893,506527541,1
OLQ 4184,804486824,0
IOF 9592,458683392,0
GXB 9095,906884220,1
CSO 3891,620104234,0
GWH 4661,546799461,1
QBK 1481,763114542,1
VUW 5407,176769623,1
IIV 5815,977897543,1
QOJ 7646,202487209,1
CFW 3464,201440220,1
TXB 2778,396216842,0
SFE 1625,176100645,0
SPQ 6919,109807830,0
NSX 6987,799105351,1
PXY 6895,961742842,1
DOR 9607,754008824,0
WCZ 5274,842118913,1
LOM 3388,120753520,1
DLF 6267,769921535,0
ACD 2079,624789608,0
LBG 6895,948950366,1
LTW 5071,810868841,1
HBW 2122,299697380,0
LJW 4767,573030240,1
HOU 3338,942408076,1
ATN 5829,137676492,1
NUQ 9485,833115835,0
QRQ 3848,364584102,1
NXW 9335,712568856,0
PAN 7569,422465105,0
TEV 3260,485855066,0
JTA 2010,644529561,0
PMN 6400,812404923,1
WZG 1961,761209666,0
TCB 3661,962690369,0
GUL 2934,276442164,1
LJG 6457,953393470,1
RKH 4981,394434213,0
SZF 7131,873159468,0
EQL 8045,548229857,0
ZBU 9867,885634374,1
AJH 9198,243216941,0
PGA 7368,486601724,0
TIU 8948,636586094,1
UOY 1468,153592866,1
ERW 9253,668512161,1
TRO 5278,495025837,1
WUV 8265,172988843,1
ILF 2210,129866391,0
OCM 8340,262708768,0
XYI 7699,769233954,1
NRQ 2407,967920141,1
UHW 8445,999673791,1
EZM 4024,735368739,1
IAQ 7215,420585532,1
KYN 3025,631657567,0
QDB 3861,342661598,0
ZEM 5255,417363306,1
ITC 7019,688730083,0
VOG 7414,458729204,1
WWI 1833,781411019,0
FOR 4458,287929548,1
TVS 1710,436725545,1
DWR 8793,437656943,1
LSH 3948,448535191,0
GXT 4008,497616518,0
BWL 5019,321932707,1
BYN 3082,915592362,1
LTE 7562,625918702,1
AAM 7338,679980166,0
TXE 6772,228026017,0
DLK 3744,107055048,1
CRQ 8958,811445019,0
CFV 5166,884301158,1
WNI 2934,373306383,0
YJF 4653,715071204,0
QLU 2995,200385877,0
KDT 7026,680861900,1
XDF 1250,645802520,0
FHA 5869,796389134,1
ZXD 9731,418841976,1
HRZ 3505,332150888,0
RWC 4117,148683881,1
WFW 4768,384098124,0
FXT 8174,283158172,0
ICR 2435,315996185,0
JLU 1990,450600237,1
XQX 8769,435430422,1
IWG 3762,697366288,1
TOP 9705,782392000,0
WMM 6537,961903134,0
SMQ 9087,993806793,1
YTV 9099,563031326,1
GJO 1270,527262396,0
DAK 1761,457967640,1
QKR 4289,306559561,1
MHR 7440,250416533,1
CLW 6677,445312361,1
TWB 9050,728298880,0
WWA 2141,530611180,1
TPC 9631,353234172,1
YON 9116,466072562,0
AOE 7057,942294686,0
MNQ 5725,385554869,1
QSR 3438,535756078,0
XJV 7473,968056648,1
UDD 3302,726247133,1
JWL 8407,876588119,0
FFX 9614,678043761,1
IFH 6057,397442027,1
XRB 2428,102909335,0
KIP 6633,904389095,1
XFV 8237,249803498,0
CUW 5889,138641380,0
MYS 8542,464949044,1
GFU 6254,402963657,0
TFW 4732,467292846,1
OPI 2024,143801826,0
ENB 8582,533055449,1
SJQ 8179,724834684,0
IOX 8654,428239684,1
ZIX 8005,146738408,1
PRK 3784,988853006,0
YJX 3795,708203378,1
RKT 3517,896632494,1
KYN 8203,188585134,1
QSG 6742,205952535,1
NJL 1837,327668040,1
